IDCJAC0010,66161,2012,1,1,,,
IDCJAC0010,66161,2012,1,2,,,
IDCJAC0010,66161,2012,1,3,,,
IDCJAC0010,66161,2012,1,4,,,
IDCJAC0010,66161,2012,1,5,,,
IDCJAC0010,66161,2012,1,6,,,
IDCJAC0010,66161,2012,1,7,,,
IDCJAC0010,66161,2012,1,8,,,
IDCJAC0010,66161,2012,1,9,,,
IDCJAC0010,66161,2012,1,10,,,
IDCJAC0010,66161,2012,1,11,,,
IDCJAC0010,66161,2012,1,12,,,
IDCJAC0010,66161,2012,1,13,,,
IDCJAC0010,66161,2012,1,14,,,
IDCJAC0010,66161,2012,1,15,,,
IDCJAC0010,66161,2012,1,16,,,
IDCJAC0010,66161,2012,1,17,,,
IDCJAC0010,66161,2012,1,18,,,
IDCJAC0010,66161,2012,1,19,,,
IDCJAC0010,66161,2012,1,20,,,
IDCJAC0010,66161,2012,1,21,,,
IDCJAC0010,66161,2012,1,22,,,
IDCJAC0010,66161,2012,1,23,,,
IDCJAC0010,66161,2012,1,24,,,
IDCJAC0010,66161,2012,1,25,,,
IDCJAC0010,66161,2012,1,26,,,
IDCJAC0010,66161,2012,1,27,,,
IDCJAC0010,66161,2012,1,28,,,
IDCJAC0010,66161,2012,1,29,,,
IDCJAC0010,66161,2012,1,30,,,
IDCJAC0010,66161,2012,1,31,,,
IDCJAC0010,66161,2012,2,1,,,
IDCJAC0010,66161,2012,2,2,,,
IDCJAC0010,66161,2012,2,3,,,
IDCJAC0010,66161,2012,2,4,,,
IDCJAC0010,66161,2012,2,5,,,
IDCJAC0010,66161,2012,2,6,,,
IDCJAC0010,66161,2012,2,7,,,
IDCJAC0010,66161,2012,2,8,,,
IDCJAC0010,66161,2012,2,9,,,
IDCJAC0010,66161,2012,2,10,,,
IDCJAC0010,66161,2012,2,11,,,
IDCJAC0010,66161,2012,2,12,,,
IDCJAC0010,66161,2012,2,13,,,
IDCJAC0010,66161,2012,2,14,,,
IDCJAC0010,66161,2012,2,15,,,
IDCJAC0010,66161,2012,2,16,,,
IDCJAC0010,66161,2012,2,17,,,
IDCJAC0010,66161,2012,2,18,,,
IDCJAC0010,66161,2012,2,19,,,
IDCJAC0010,66161,2012,2,20,,,
IDCJAC0010,66161,2012,2,21,,,
IDCJAC0010,66161,2012,2,22,,,
IDCJAC0010,66161,2012,2,23,,,
IDCJAC0010,66161,2012,2,24,,,
IDCJAC0010,66161,2012,2,25,,,
IDCJAC0010,66161,2012,2,26,,,
IDCJAC0010,66161,2012,2,27,,,
IDCJAC0010,66161,2012,2,28,,,
IDCJAC0010,66161,2012,2,29,,,
IDCJAC0010,66161,2012,3,1,,,
IDCJAC0010,66161,2012,3,2,,,
IDCJAC0010,66161,2012,3,3,,,
IDCJAC0010,66161,2012,3,4,,,
IDCJAC0010,66161,2012,3,5,,,
IDCJAC0010,66161,2012,3,6,,,
IDCJAC0010,66161,2012,3,7,,,
IDCJAC0010,66161,2012,3,8,,,
IDCJAC0010,66161,2012,3,9,,,
IDCJAC0010,66161,2012,3,10,,,
IDCJAC0010,66161,2012,3,11,,,
IDCJAC0010,66161,2012,3,12,,,
IDCJAC0010,66161,2012,3,13,,,
IDCJAC0010,66161,2012,3,14,,,
IDCJAC0010,66161,2012,3,15,,,
IDCJAC0010,66161,2012,3,16,,,
IDCJAC0010,66161,2012,3,17,,,
IDCJAC0010,66161,2012,3,18,,,
IDCJAC0010,66161,2012,3,19,,,
IDCJAC0010,66161,2012,3,20,,,
IDCJAC0010,66161,2012,3,21,,,
IDCJAC0010,66161,2012,3,22,,,
IDCJAC0010,66161,2012,3,23,,,
IDCJAC0010,66161,2012,3,24,,,
